"Note: 1) 104 polymers sorted by calculated thermal conductivity; 2) All data was generated using the RadonPy Toolkit, more details can be found in the RandonPy associated literature (Y. Hayashi, J. Shiomi, J. Morikawa, R. Yoshida, npj Comput Mater 2022, 8, 1–15.). 3) If you want to use the following data, please cite the references of our work and the RandonPy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SMILES,thermal_conductivity,TC_ke,TC_pe,TC_pair,TC_bond,TC_angle,TC_dihed,TC_improper,TC_kspace,TC_fix,density,Rg,self-diffusion,Cp,Cv,compressibility,isentropic_compressibility,bulk_modulus,isentropic_bulk_modulus,volume_expansion,linear_expansion,r2,static_dielectric_const,nematic_order_parameter,qm_polarizability,qm_polarizability_xx,qm_polarizability_yy,qm_polarizability_zz,qm_polarizability_xy,qm_polarizability_xz,qm_polarizability_yz,MW,Refractive_index
AP42,[*]c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(-c4nc5ccc(-c6ccc7nc([*])[nH]c7c6)cc5[nH]4)cc3)cc2)cc1,0.391532567,0.008615582,-0.009284121,0.049030514,0.166243325,0.0953041,0.082476269,0.003022494,-0.003875596,0,1.247370849,42.40388255,6.84E-13,2934.300432,2904.309451,3.40E-10,3.36E-10,2948928554,2979303725,-0.000205849,-6.86E-05,112.7064003,72.72847376,0.139297763,76.5645679,129.8503656,58.83468226,41.00865589,-2.862302043,-6.766851385,-9.924732002,546.62,1.834170706
AP43,[*]c1ccc2ccc(-c3nc4cc(-c5ccc6[nH]c([*])nc6c5)ccc4[nH]3)cc2c1,0.39148022,0.015578856,-0.00056933,0.062249283,0.1591686,0.093976501,0.060534429,0.000685949,-0.000144069,0,1.197502837,29.01808851,8.66E-14,2652.981113,2633.958867,3.04E-10,3.02E-10,3290064003,3313808135,0.000151597,5.05E-05,43.63931837,1.265966593,0.120669893,51.49359762,86.64241815,28.45955894,39.37881578,-0.389807801,-2.074834652,7.760505869,358.42,1.816654843
AP44,[*]C(=O)NNC(=O)c1cnc([*])cn1,0.386491361,0.023297221,0.025907718,0.078279963,0.100883828,0.115849533,0.032774813,0.001730974,0.007767311,0,1.367775251,39.96080412,2.54E-13,2360.531061,2316.153807,1.92E-10,1.88E-10,5217158560,5317148752,0.000196775,6.56E-05,77.37225148,2.30214456,0.092244653,16.28364986,22.30768596,14.24230429,12.30095934,0.408522915,1.494838888,4.361744258,164.14,1.600395707
AP45,[*]Nc1ccc(-c2ccc(NC3=CC(=O)C([*])=CC3=O)cc2)cc1,0.379167869,0.012825809,0.002539722,0.079233329,0.123375818,0.081387806,0.07681708,0.001766985,0.00122132,0,1.191355835,26.79595971,1.14E-12,2974.378014,2877.410624,3.11E-10,3.01E-10,3217393957,3324343569,0.000342549,1.14E-04,40.4151058,1.165120908,0.085309366,38.48378683,61.94127275,27.21034379,26.29974395,-5.53048014,3.600501582,3.637594849,288.32,1.734769697
AP46,[*]c1ccnc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)n1,0.378951597,-0.005481991,0.067725859,0.072423969,0.080766529,0.082805736,0.073482246,0.000274467,0.006954782,0,1.342667768,28.70283263,1.88E-13,2134.721724,2117.522299,3.16E-10,3.14E-10,3161583602,3187246031,0.000155852,5.20E-05,57.07234393,1.418389444,0.01237636,29.9700098,43.57608954,20.0502247,26.28371516,-0.287427289,0.508574774,5.688060876,292.22,1.611441676
AP47,[*]c1cccc([*])n1,0.37570557,0.018242183,-0.002159793,0.057940489,0.145340824,0.071972017,0.084330988,0.000119424,-0.0000806,0,1.152895683,23.26106669,4.24E-13,2677.439618,2610.554574,3.67E-10,3.58E-10,2727447966,2797065621,0.000306682,1.02E-04,22.79710498,1.167093558,0.043460289,9.209199021,11.15129707,10.64472326,5.831576738,0.136884156,0.002688027,0.237307667,77.09,1.611561102
AP48,[*]c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)cc1,0.370950105,0.021465677,-0.002164676,0.054980626,0.114969941,0.104412605,0.073868147,0.001012811,0.002404973,0,1.19809718,37.65772081,9.10E-13,2630.549806,2627.124856,3.82E-10,3.81E-10,2619464167,2622912243,0.0000698,2.33E-05,104.1023145,1.070637619,0.110371342,53.41705105,83.7041331,40.33403594,36.2129841,-1.391280913,1.413244623,6.377792215,402.42,1.734876306
AP49,[*]Nc1ccc(NC(=O)c2cccc(C([*])=O)c2)cc1,0.369655353,0.015052387,-0.014333404,0.075110133,0.131431566,0.098543855,0.053253643,0.004489405,0.006107767,0,1.245485498,31.11193953,4.48E-13,2701.395996,2662.619196,2.12E-10,2.09E-10,4711244216,4779784607,0.000184115,6.14E-05,33.3677122,1.877532216,0.042554418,29.14459961,41.92968556,23.32054482,22.18356846,2.993282402,-1.186680058,6.829105508,238.26,1.694876454
AP50,[*]c1cccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)n1,0.368696227,-0.0056055,0.017629784,0.056226,0.110223605,0.111004121,0.06931638,0.00019279,0.009709047,0,1.300981575,27.34781137,2.89E-13,2258.93898,2247.535092,3.07E-10,3.05E-10,3268895667,3286069242,0.000117521,3.92E-05,32.40638358,1.500416055,0.020098886,30.83398665,44.97947952,17.00662819,30.51585223,-0.033332796,-0.184461393,-1.327270858,291.23,1.611650087
AP51,[*]c1cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(O)cc1O,0.363926387,0.014531275,-0.01932875,0.05797449,0.136815923,0.102090221,0.06754338,0.000246289,0.00405356,0,1.316732597,26.773113,1.08E-12,2711.135512,2493.827784,8.17E-10,7.52E-10,1226515206,1333645007,-0.000880975,-2.94E-04,24.06335644,1.824785673,0.041326738,33.10917796,47.53897493,27.63525758,24.15330137,0.87020548,3.554630689,-4.663211991,322.24,1.598205581
AP52,[*]c1cccc(-c2nc3cc(-c4ccc5[nH]c([*])nc5c4)ccc3[nH]2)c1,0.360893777,0.002594442,0.003518608,0.044398021,0.145267589,0.090359503,0.0708659,0.001420117,0.002469598,0,1.215061478,24.98858248,3.92E-13,2657.615826,2621.694846,2.85E-10,2.82E-10,3504724117,3552367661,0.000200807,6.69E-05,35.16262452,1.288528936,0.081091335,42.26029642,67.84693279,27.33613686,31.59781962,-0.635859905,0.17869128,7.779152471,308.36,1.781279601
AP53,[*]Nc1cccc2c(NC(=O)c3ccc(C([*])=O)cc3)cccc12,0.359870781,0.015344012,-0.006085051,0.068450197,0.109060339,0.095433734,0.069529283,0.004298292,0.003839976,0,1.221544315,46.32200939,8.12E-13,2925.062789,2740.663185,3.40E-10,3.18E-10,3028883232,3217031225,0.000498985,1.66E-04,141.9002266,1.630026135,0.105881349,36.85301318,52.48129892,24.63546477,33.44227585,-1.616951307,-2.563599097,-9.627953381,288.32,1.717378632
AP54,[*]Nc1ccc(Nc2ccc(C(=O)Nc3ccc(NC(=O)c4ccc([*])cc4)cc3)cc2)cc1,0.354869343,-0.007046737,0.040906078,0.064503363,0.11270932,0.076363126,0.066417294,0.00230668,-0.001289783,0,1.215187832,29.2508564,2.14E-13,2866.411745,2848.412835,2.34E-10,2.32E-10,4291142227,4318893592,0.00012502,4.17E-05,53.61645656,1.719481684,0.060830301,56.67221471,87.4170428,40.28154279,42.31805856,-1.36993755,2.053213645,9.061691612,420.5,1.764048681
AP55,[*]c1cccc(-c2nc3cc4nc([*])[nH]c4cc3[nH]2)c1,0.353911995,0.009363819,0.003399374,0.046800687,0.136727773,0.108774731,0.052512865,0.000878116,-0.004545371,0,1.26206213,26.85564733,9.92E-13,2850.385657,2602.648982,8.79E-10,8.02E-10,1142753196,1250239046,0.000951824,3.17E-04,40.04432946,1.651998649,0.041989122,30.73952621,49.92417642,19.99943187,22.29497035,-4.637678332,-1.06178239,6.304982252,232.26,1.784511443
AP56,*c1ccc(Nc2ccc(N3C(=O)c4cc5cc6c(cc5cc4C3=O)Cc3cc4cc5c(cc4cc3C6)C(=O)N(*)C5=O)cc2)cc1,0.352281684,0.003016997,-0.000213893,0.040293213,0.154642942,0.084494683,0.064442529,0.000612295,0.004992916,0,1.180391892,38.24488331,4.61E-13,2623.342922,2610.683722,2.93E-10,2.92E-10,3.41E+09,3.43E+09,0.000120705,4.02E-05,78.60285998,6.890246007,0.059358447,80.54234901,128.3534657,65.70238055,47.57120081,1.899351655,-4.049766235,4.995067206,583.62,1.758609669
AP57,[*]c1cncc(-c2nc3cc(-c4ccc5[nH]c([*])nc5c4)ccc3[nH]2)c1,0.350326329,0.013989048,-0.04795245,0.055625922,0.133628906,0.127595282,0.067527226,0.001162805,-0.00125041,0,1.259020461,31.84572226,1.18E-12,3121.385713,3071.458385,3.33E-10,3.27E-10,3012036163,3060887317,-0.000263796,-8.79E-05,71.25105818,1.373068182,0.055811848,41.39507325,66.59704805,36.3078558,21.28031592,-1.474400958,0.588752465,1.598318444,309.35,1.793664025
AP58,[*]NC1=CC(=O)C([*])=CC1=O,0.346621437,0.007422511,0.004106818,0.091040098,0.134247371,0.064140465,0.037211628,0.001536694,0.006915852,0,1.355350934,24.62348098,2.19E-13,2545.859019,2545.319987,1.67E-10,1.67E-10,5989107132,5990373520,0.00000113,3.77E-07,43.62801274,1.32597835,0.030446182,13.02135074,14.448801,16.07440511,8.540846107,3.659527617,-3.262255421,-1.299290371,121.1,1.656504955
AP59,[*]CNC(=O)CC(=O)N[*],0.346555475,0.044810273,-0.379154446,0.206817001,0.18015271,0.193984294,0.03850467,0.016754067,0.044686906,0,1.402680426,20.08532008,5.05E-13,3077.332807,3076.622864,1.39E-10,1.39E-10,7194362850,7196052164,-8.36E-06,-2.79E-06,22.05019551,3.157383432,0.016986433,10.60090098,12.70194457,8.694034271,10.40672409,-0.251288736,-0.391256492,1.17619094,114.12,1.571253599
AP60,[*]C=C([*])CO,0.346046111,0.026701754,0.004562103,0.114255741,0.078161944,0.089236754,0.028191584,0,0.004936232,0,1.190219336,18.67267884,4.94E-13,4089.457758,3835.553309,1.79E-10,1.68E-10,5579346370,5949395762,0.000423147,1.41E-04,21.24479463,3.472306218,0.010903134,6.444069418,8.045206102,5.80152489,5.485477261,-0.507278281,-0.397951148,0.203880509,56.07,1.606418649
AP61,[*]c1ccc(C(=O)Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,0.337220912,0.016400503,-0.027308188,0.055105972,0.127917535,0.109891814,0.052486491,0.000974801,0.001751985,0,1.317694069,32.98385051,4.72E-13,2663.06714,2655.931083,2.33E-10,2.32E-10,4298514344,4310283870,0.0000803,2.68E-05,80.32784452,1.454217444,0.091257118,46.83896232,65.05019019,30.48882304,44.97787372,-4.498185776,-0.889755615,-2.22288768,409.37,1.685580702
AP62,[*]c1nc2cc(-c3ccc4[nH]c(-c5cccc6cc7c([*])cccc7cc56)nc4c3)ccc2[nH]1,0.336385954,0.012234181,0.001768722,0.048293428,0.110073809,0.078715555,0.08496058,0.001174435,-0.000834755,0,1.153871139,38.51817108,9.43E-13,2853.153173,2835.529387,4.55E-10,4.51E-10,2222388877,2234669102,0.000148728,4.96E-05,78.62086284,1.30275987,0.064341337,58.66907964,81.25949831,60.02723362,34.72050698,-6.501466026,-1.692881002,-6.752596628,408.48,1.77627204
AP63,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)ccc1N,0.336159954,-0.006367948,-0.006682173,0.040256608,0.162005134,0.060695402,0.084797769,0.000419175,0.001035987,0,1.2263285,23.94948328,1.05E-12,2927.441006,2786.999931,4.14E-10,3.95E-10,2.43E+09,2.54E+09,0.000466309,1.55E-04,35.92964924,1.410429768,0.054565262,59.04825133,83.18410104,59.45027752,34.51037543,0.454882629,1.612661421,-8.397170184,472.48,1.700244158
AP64,[*]c1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c(O)cc1O,0.335597911,0.006946045,-0.016222179,0.062647832,0.106197911,0.082521003,0.090138716,0.000414932,0.00295365,0,1.265231311,24.78322402,1.96E-12,3982.160142,3953.35722,5.88E-10,5.84E-10,1708878299,1721280476,-0.000254882,-8.50E-05,26.68369787,1.813954041,0.032158309,45.62040421,70.24314543,30.15679854,36.46126865,-0.765928546,-2.194946709,4.865859952,398.34,1.651757678
AP65,*Cc1ccc(N2C(=O)c3cc4cc5c(cc4cc3C2=O)Cc2cc3cc4c(cc3cc2C5)C(=O)N(*)C4=O)cc1,0.333760815,0.024599935,0.013902697,0.043144323,0.091027366,0.081246717,0.080061658,0.00047998,-0.000701861,0,1.186524982,30.31999885,1.13E-12,2609.133083,2606.142776,4.48E-10,4.47E-10,2.26E+09,2.26E+09,0.000058,1.93E-05,46.72551095,1.229371431,0.065108969,68.1274203,108.5516223,53.61662683,42.21401175,-2.144402752,-1.926242592,-5.873797302,506.53,1.738230313
AP66,[*]NNC(=O)c1ccc2cc(C(=O)NNC(=O)c3cccc(C([*])=O)c3)ccc2c1,0.331015621,0.009085827,0.006106019,0.044621551,0.102180678,0.104147989,0.059949053,0.003781141,0.001143362,0,1.275137322,29.97491554,2.44E-13,2597.118176,2544.949444,2.60E-10,2.55E-10,3842327741,3921146604,0.000239312,7.98E-05,45.07930952,1.896854078,0.025666793,44.84796194,68.57370086,37.39313696,28.57704801,-1.186949346,1.766196931,-1.098171904,374.38,1.697239942
AP67,*c1cc(-c2ccc(N)c(N3C(=O)c4cc5cc6c(cc5cc4C3=O)Cc3cc4cc5c(cc4cc3C6)C(=O)N(*)C5=O)c2)ccc1N,0.330037238,0.008462187,-0.008202111,0.040407428,0.108420701,0.116133013,0.059216037,0.000401801,0.005198182,0,1.187570555,26.40956726,9.64E-13,2655.408052,2652.851704,6.31E-10,6.30E-10,1.59E+09,1.59E+09,0.000078,2.60E-05,26.09594113,1.324842441,0.087905763,81.21760374,115.5357134,75.29954865,52.81754917,6.646268792,5.248769505,-2.457062925,598.64,1.747611165
AP68,[*]Oc1ccc(C(=O)NNC(=O)c2ccc([*])cc2)cc1,0.326300087,0.008486647,0.006034943,0.069231392,0.122315993,0.071428145,0.037609275,0.003550929,0.007642763,0,1.238775631,32.13992033,7.97E-13,2670.4358,2669.658018,4.02E-10,4.02E-10,2495716408,2496404336,-0.0000292,-9.74E-06,51.27386999,1.514716745,0.069953021,29.40969523,43.53611112,18.73409384,25.95888073,-0.056642775,0.456469328,0.36798759,254.26,1.642596206
AP69,[*]NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(C([*])=O)cc2)c1,0.325886261,0.004432278,-0.00756024,0.063429402,0.118966437,0.076262098,0.055869768,0.004847133,0.009639386,0,1.310271156,27.97405302,3.18E-13,2842.741495,2676.474728,2.70E-10,2.54E-10,3706038139,3935536923,0.000442733,1.48E-04,47.73396985,2.053004301,0.062394748,36.52239116,51.57077119,26.3403369,31.65606541,-0.126865793,-4.613041048,5.014721827,324.32,1.666930056
AP70,[*]Nc1cccc(C#Cc2ccc(C([*])=O)cc2)c1,0.325458292,0.005377258,-0.003825399,0.045863256,0.093881817,0.115799965,0.060816397,0.003307967,0.004237031,0,1.123641704,26.90063254,6.50E-13,3029.732146,2844.441329,4.54E-10,4.26E-10,2202733264,2346124039,0.000560577,1.87E-04,39.79964228,1.44908622,0.038028712,32.57483367,43.86981282,19.82519807,34.02949011,-11.68238449,10.02047422,-5.641866952,219.25,1.783944172
AP71,*C(=C)C(=C)N1C(=O)c2cc3cc4c(cc3cc2C1=O)Cc1cc2cc3c(cc2cc1C4)C(=O)N(*)C3=O,0.323634615,0.012685195,0.007354242,0.06172239,0.1122753,0.084860405,0.045133548,0.0000206,-0.00041707,0,1.170329482,27.44644197,4.88E-13,2572.201767,2567.628272,3.38E-10,3.38E-10,2.96E+09,2.96E+09,0.0000775,2.58E-05,32.87882644,1.217692266,0.086138629,61.81383241,77.75592035,51.3698021,56.31577477,21.18032379,-10.63329693,-8.615027912,468.48,1.707119279
AP72,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,0.318064614,-0.001528266,0.003051282,0.056458494,0.110973498,0.082375746,0.06577655,0.00065698,0.00030033,0,1.230869996,30.65790613,1.16E-12,2722.851387,2604.660184,7.52E-10,7.19E-10,1344018707,1404197383,0.000601937,2.01E-04,54.44226112,1.238118672,0.029993547,44.42243047,62.87117514,36.34925731,34.04685894,-0.767820894,5.136744443,7.589586269,380.37,1.645218432
AP73,[*]Nc1cccc(NC(=O)c2ccc(C([*])=O)cc2)c1,0.316648451,0.011866623,-0.034877235,0.081198754,0.098520078,0.097294441,0.051159877,0.003020489,0.008465424,0,1.250763993,28.36417315,4.24E-13,2823.174507,2769.463972,2.28E-10,2.24E-10,4383028880,4467937621,0.000225584,7.52E-05,46.27481326,1.985360399,0.059170015,29.31967336,43.8314999,24.3130893,19.81443088,1.693972062,-0.117166415,-5.859149462,238.26,1.704126108
AP74,[*]c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,0.314502553,0.016495077,-0.006233164,0.069906534,0.095526126,0.066978555,0.072086069,0.000525481,-0.000782125,0,1.306053911,33.25349657,1.61E-13,2490.518973,2469.515421,1.96E-10,1.94E-10,5111568286,5155018983,0.000133668,4.46E-05,64.56604549,1.516765569,0.108002186,63.31705984,94.18343732,39.9453314,55.8224108,0.543999977,4.278371938,-2.305307796,528.5,1.71938617
AP75,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6ccc7c8c(cnc(c9ncc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,0.309726371,0.011584151,-0.000963079,0.048052061,0.092258826,0.082162121,0.073873147,0.000429193,0.002329951,0,1.287041962,26.25839313,1.79E-13,2515.700497,2500.502916,2.78E-10,2.76E-10,3.62E+09,3.64E+09,0.000134144,4.47E-05,44.07504694,1.370249111,0.085037768,76.92107188,117.2995051,49.17554336,64.28816722,10.92978183,2.074148123,-3.857804138,572.56,1.822295207
AP76,*C1OC1NN1C(=O)c2cc3cc4c(cc3cc2C1=O)Cc1cc2cc3c(cc2cc1C4)C(=O)N(*)C3=O,0.309699947,-0.00219235,-0.00416051,0.028417199,0.137341891,0.085169904,0.063651772,0.000437369,0.001034671,0,1.214233371,38.79034619,2.10E-12,3292.782717,3031.209685,6.08E-10,5.59E-10,1.65E+09,1.79E+09,0.000800161,2.67E-04,104.0531319,1.247281587,0.10685454,59.61629146,94.12891365,49.82615095,34.89380978,2.532656626,3.055947862,-4.517608077,473.46,1.698064099
AP77,*C(c1ccccc1)N1C(=O)c2cc3cc4c(cc3cc2C1=O)Cc1cc2cc3c(cc2cc1C4)C(=O)N(*)C3=O,0.308498923,0.002501526,0.002126424,0.030477696,0.137228611,0.063978346,0.0730421,0.000616054,-0.001471835,0,1.141283844,25.97345486,2.24E-13,2504.358953,2500.224634,7.07E-10,7.05E-10,1.42E+09,1.42E+09,0.000104098,3.47E-05,35.37444497,1.209994074,0.083046057,66.19285316,101.0311164,39.81776063,57.72968245,-3.090666319,-3.685996328,2.989204845,506.53,1.676117368
AP78,[*]NNC(=O)c1cccc(C([*])=O)c1,0.308236427,0.014477944,0.027084045,0.104993021,0.054843893,0.0607308,0.037840319,0.003875944,0.00439046,0,1.28697588,23.07313374,3.42E-13,2767.962336,2656.599087,2.65E-10,2.54E-10,3817540147,3973816831,0.000355018,1.18E-04,38.89264605,2.040996801,0.052993048,17.42610973,22.39911308,19.80870393,10.07051217,0.189094722,-0.387660486,-0.846268178,162.16,1.614742066
AP79,*CN1C(=O)c2cc3cc4c(cc3cc2C1=O)Cc1cc2cc3c(cc2cc1C4)C(=O)N(*)C3=O,0.307791919,-0.002416481,0.000659651,0.031371744,0.132877014,0.081917339,0.061607408,0.000523783,0.001251461,0,1.213002663,31.24370122,-1.64E-14,2463.518476,2454.672071,2.83E-10,2.82E-10,3.54E+09,3.55E+09,0.000100405,3.35E-05,62.04555941,1.247812078,0.060155523,55.7313224,86.83372979,48.98898329,31.37125412,-1.174365878,1.368388033,-0.816899522,430.43,1.722907308
AP80,[*]NC(=O)Nc1ccc(Cc2ccc(NC(=O)Nc3cccc([*])n3)cc2)cc1,0.306039137,0.008300817,-0.060396572,0.081830849,0.099096034,0.103919548,0.064301693,0.003384024,0.005602745,0,1.246034644,23.64053002,2.45E-13,2914.246894,2890.257237,2.16E-10,2.14E-10,4632297946,4670841024,0.000146319,4.88E-05,28.03377039,1.568494557,0.02716619,44.22398228,65.27036534,32.76900427,34.63257724,-4.513758001,0.479100033,2.650804769,359.42,1.700568402
AP81,[*]c1ccc(Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,0.305860229,0.016362339,-0.021826591,0.068448459,0.104058272,0.074657149,0.061063454,0.000531978,0.002565168,0,1.29483361,25.71758076,4.91E-13,2493.834019,2450.329296,4.01E-10,3.94E-10,2503646816,2547930093,0.000273846,9.13E-05,18.51525024,1.325655503,0.041799864,44.58297141,57.55701699,39.47437428,36.71752297,0.055554647,-1.83268063,12.06612871,381.36,1.68912799
AP82,*CC(C)=Cc1ccc2nc(N3C(=O)c4cc5cc6c(cc5cc4C3=O)Cc3cc4cc5c(cc4cc3C6)C(=O)N(*)C5=O)ncc2c1,0.304282307,0.008660695,-0.00233397,0.046893135,0.102774745,0.080113426,0.065392676,0.000572866,0.002208733,0,1.163035287,29.56866256,3.92E-13,2618.254626,2614.404765,6.45E-10,6.44E-10,1.55E+09,1.56E+09,0.0000979,3.26E-05,45.30228072,81.77172064,0.043686921,82.01934204,131.1321522,58.28083424,56.64503965,3.064976624,-6.82806909,6.897305178,598.64,1.736775102
AP83,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)c1,0.301618196,0.007841408,-0.027540272,0.060040484,0.125311694,0.068664256,0.059774945,0.002068198,0.005457483,0,1.254971379,27.16178764,4.73E-14,2645.598377,2629.458875,2.03E-10,2.02E-10,4915631092,4945816448,0.000116869,3.90E-05,43.22682288,1.608554546,0.032806743,63.43882038,102.061787,57.40967794,30.84499624,-1.140366657,0.888854243,-2.281338694,470.52,1.798334789
AP84,*Nc1cc(N2C(=O)c3cc4cc5c(cc4cc3C2=O)Cc2cc3cc4c(cc3cc2C5)C(=O)N(*)C4=O)ccn1,0.294366763,0.01690537,-0.019936536,0.049387805,0.086627833,0.084836769,0.076293463,0.000725932,-0.000473872,0,1.25366278,34.47007004,3.49E-13,2565.788248,2553.218566,2.98E-10,2.97E-10,3.35E+09,3.37E+09,0.000125043,4.17E-05,72.39424871,1.281875894,0.098658264,66.78935078,104.8018263,42.32291353,53.24331251,-1.459130843,1.944257401,-7.477522359,508.51,1.769573556
AP85,[*]c1nc2cc(-c3ccc4oc(-c5cccc6cc7c([*])cccc7cc56)nc4c3)ccc2o1,0.281840087,0.003104179,0.003443167,0.032117905,0.114180304,0.068379919,0.05953104,0.000568016,0.000515557,0,1.2003889,39.96388309,6.87E-13,2778.544703,2736.240943,4.96E-10,4.88E-10,2019060579,2050142343,0.000285106,9.50E-05,92.2254738,1.101993556,0.07229591,56.99264259,78.90164933,61.90415177,30.17212667,3.413672277,0.613204089,10.13679161,410.44,1.782293588
AP86,*c1cc(-c2ccc(N)c(N3C(=O)c4ccc5c6ccc7c8c(ccc(c9ccc(c4c59)C3=O)c86)C(=O)N(*)C7=O)c2)ccc1N,0.281422706,0.01037912,-0.008286087,0.046650247,0.105301587,0.066550841,0.060336706,0.000511597,-0.0000213,0,1.200924679,22.08213638,1.82E-12,2727.548687,2661.007124,1.03E-09,1.01E-09,9.71E+08,9.95E+08,-0.000523551,-1.75E-04,23.93084823,1.296912372,0.081344535,79.64866938,124.128894,70.30092267,44.51619143,-4.624370863,4.795683369,1.106806683,570.58,1.788358657
AP87,[*]c1cccc(-c2nc3cc(-c4ccc5oc([*])nc5c4)ccc3o2)c1,0.280706431,0.008536752,0.007359111,0.039739075,0.106182083,0.080938116,0.03695075,0.000343341,0.000657203,0,1.205340345,28.33746067,9.33E-13,2650.20412,2577.306924,3.73E-10,3.63E-10,2682096699,2757978714,0.000328116,1.09E-04,46.32100086,1.111046427,0.089886638,40.26420913,66.12714755,32.99210952,21.67337031,-2.288119083,-1.506448047,-2.79816381,310.32,1.718915136
AP88,*c1ccc(C)c(N2C(=O)c3cc4cc5c(cc4cc3C2=O)Cc2cc3cc4c(cc3cc2C5)C(=O)N(*)C4=O)c1,0.279874686,0.002235096,-0.002596824,0.030175729,0.125583249,0.072077004,0.050268058,0.000310452,0.001821922,0,1.129923783,32.96540495,1.18E-12,2591.916001,2540.674346,5.64E-10,5.52E-10,1.81E+09,1.84E+09,0.000319931,1.07E-04,80.43251058,1.210934337,0.0641008,67.23827441,104.6173645,45.53233455,51.56512416,2.498010542,-5.527464067,5.854424698,506.53,1.681044117
AP89,*c1ccc2[nH]c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3c2c1,0.277203535,0.00650239,0.003392367,0.038778061,0.082335302,0.073522229,0.072810192,0.000585688,-0.000722695,0,1.229342406,23.85740655,5.06E-13,2691.287671,2688.657934,6.17E-10,6.16E-10,1.70E+09,1.70E+09,-0.0000813,-2.71E-05,32.01019338,1.270742246,0.036673992,57.85088134,91.88877342,39.00855416,42.65531645,-1.122613822,1.462872538,-5.246172053,455.44,1.717473961
AP90,*Cc1ccc2ccc(N3C(=O)c4cc5cc6c(cc5cc4C3=O)Cc3cc4cc5c(cc4cc3C6)C(=O)N(*)C5=O)nc2c1,0.275479224,0.010158357,-0.013582405,0.037596779,0.103862552,0.073237042,0.060721131,0.000425043,0.003060725,0,1.191564919,27.28558429,9.63E-13,2571.415708,2560.147689,3.04E-10,3.02E-10,3.29E+09,3.31E+09,0.00011633,3.88E-05,34.30231237,1.236955496,0.095526236,76.05220801,123.0268138,47.77779579,57.35201444,-7.107937444,-0.418684514,7.807165255,557.58,1.756293485
AP91,*Cc1cnc(N2C(=O)c3cc4cc5c(cc4cc3C2=O)Cc2cc3cc4c(cc3cc2C5)C(=O)N(*)C4=O)c2ccccc12,0.272265252,0.007210471,0.004196829,0.04066618,0.117845067,0.063224452,0.03721312,0.000434339,0.001474795,0,1.120206001,30.95159126,4.96E-13,2613.357729,2613.022222,6.81E-10,6.81E-10,1.47E+09,1.47E+09,-0.0000186,-6.21E-06,63.93321078,1.205944892,0.055581957,74.43879162,115.3004033,49.12994447,58.88602705,3.867012129,-2.848491091,-1.996190514,557.58,1.678494667
AP92,*Nc1cc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)ccn1,0.272235256,0.014529534,-0.035728037,0.039330836,0.138116984,0.046739114,0.065841624,0.000489866,0.002915336,0,1.300077233,26.1009337,4.44E-13,2652.485587,2543.087697,2.70E-10,2.59E-10,3.70E+09,3.86E+09,0.000355465,1.18E-04,39.06081702,1.365702404,0.02111205,44.90786353,69.18581506,26.83090641,38.70686913,-1.738115129,-1.45223919,-2.612763901,382.35,1.696915087
AP93,[*]C(=O)NNC(=O)c1cccc([*])n1,0.271586235,0.008268346,0.000657496,0.049288894,0.092398091,0.06418502,0.050578545,0.001314328,0.004895515,0,1.292054182,22.25632078,5.79E-13,2785.500505,2609.4978,3.82E-10,3.58E-10,2618515909,2794967813,0.000537481,1.79E-04,27.61424537,1.823323448,0.039240058,16.97896628,23.03450874,14.40693901,13.4954511,-2.197398963,-0.042262924,4.563483906,163.15,1.593703297
